data-division,data-items-familyName,data-items-species-speciesName,data-items-species-above.,data-items-species-folders-description,data-items-species-folders-prepared.,data-items-species-folders-above.
DICOTYLEDONES,CALYCIPLORAE,"s. Leaflets only. The leaflets (1) on the upper portion of this sheet are labelled : “ Bolivia, Weddell, from the Museum of Paris, from M. Brongniart.” Received Jan., 1865. A second specimen (2) is labelled : “ Folioles du Myro- spernum peruviferaus de M. Weddell, qui a fourni le baumo sec décrit, t. iii., p. 440.” A fragment of the dry balsam attached to this sheet. A third specimen (3) is labelled : “Folioles de Myrosperrnum peruviferaus, No. 4,787, de M. Weddell.” This speci- men is marked by D. H. : “ Linneaus’ specimens at the Linnean Society exactly resembles this.” Speci- mens 2 and 3 were received from Prof. Guibourt, 22 Oct., 1853, vide Hist. des Droog. (ed. 4), tom iii., p. 440. t. Flowerbuds and a tracing of a leaf. The flowerbuds on this sheet are marked : “ M. peruviferaus, H. B. K. (type); from the Museum of Paris; received Jan., 1865.” The lower portion of the sheet is occupied by a tracing of the leaves of M. peruviferaus, Kth. (herbar de Kuth), with the following extract from a letter, dated Paris, Oct. 1853, from Prof. Guibourt to D. Haunbury :— “Myrosperrnum peruviferaus de Mutis, Linné et Kuth (voir Hist. des Droogues, t iv., p. 332). Je vous envoie (figure A) ainsi que je l’ai fait antérieurement à M. Pereira, le dessin calqué d’une feuille de cette espèce qui se trouve au Museum de Paris. Les folioles sont fermes, souvent un peu cordiformes par le bas ; le petiole commun et les nervures des folioles sont glabres (le mâbrû est hairy on its upper side, D.H.) Les petioles particuliers sont un peu pubescent, le fruit manque. Je vous envoie quelques folioles détachées de Myrosperrnum rapportés par M. Weddell, que l’on doit réunir à cette espèce.”",,"A second specimen (2) is labelled : “ Folioles du Myro- spernum peruviferaus de M. Weddell, qui a fourni le baumo sec décrit, t. iii., p. 440.” A fragment of the dry balsam attached to this sheet.",,
DICOTYLEDONES,CALYCIPLORAE,"s. Leaflets only. The leaflets (1) on the upper portion of this sheet are labelled : “ Bolivia, Weddell, from the Museum of Paris, from M. Brongniart.” Received Jan., 1865. A second specimen (2) is labelled : “ Folioles du Myro- spernum peruviferaus de M. Weddell, qui a fourni le baumo sec décrit, t. iii., p. 440.” A fragment of the dry balsam attached to this sheet. A third specimen (3) is labelled : “Folioles de Myrosperrnum peruviferaus, No. 4,787, de M. Weddell.” This speci- men is marked by D. H. : “ Linneaus’ specimens at the Linnean Society exactly resembles this.” Speci- mens 2 and 3 were received from Prof. Guibourt, 22 Oct., 1853, vide Hist. des Droog. (ed. 4), tom iii., p. 440. t. Flowerbuds and a tracing of a leaf. The flowerbuds on this sheet are marked : “ M. peruviferaus, H. B. K. (type); from the Museum of Paris; received Jan., 1865.” The lower portion of the sheet is occupied by a tracing of the leaves of M. peruviferaus, Kth. (herbar de Kuth), with the following extract from a letter, dated Paris, Oct. 1853, from Prof. Guibourt to D. Haunbury :— “Myrosperrnum peruviferaus de Mutis, Linné et Kuth (voir Hist. des Droogues, t iv., p. 332). Je vous envoie (figure A) ainsi que je l’ai fait antérieurement à M. Pereira, le dessin calqué d’une feuille de cette espèce qui se trouve au Museum de Paris. Les folioles sont fermes, souvent un peu cordiformes par le bas ; le petiole commun et les nervures des folioles sont glabres (le mâbrû est hairy on its upper side, D.H.) Les petioles particuliers sont un peu pubescent, le fruit manque. Je vous envoie quelques folioles détachées de Myrosperrnum rapportés par M. Weddell, que l’on doit réunir à cette espèce.”",,"A third specimen (3) is labelled : “Folioles de Myrosperrnum peruviferaus, No. 4,787, de M. Weddell.” This speci- men is marked by D. H. : “ Linneaus’ specimens at the Linnean Society exactly resembles this.” Speci- mens 2 and 3 were received from Prof. Guibourt, 22 Oct., 1853, vide Hist. des Droog. (ed. 4), tom iii., p. 440.",,
DICOTYLEDONES,CALYCIPLORAE,"s. Leaflets only. The leaflets (1) on the upper portion of this sheet are labelled : “ Bolivia, Weddell, from the Museum of Paris, from M. Brongniart.” Received Jan., 1865. A second specimen (2) is labelled : “ Folioles du Myro- spernum peruviferaus de M. Weddell, qui a fourni le baumo sec décrit, t. iii., p. 440.” A fragment of the dry balsam attached to this sheet. A third specimen (3) is labelled : “Folioles de Myrosperrnum peruviferaus, No. 4,787, de M. Weddell.” This speci- men is marked by D. H. : “ Linneaus’ specimens at the Linnean Society exactly resembles this.” Speci- mens 2 and 3 were received from Prof. Guibourt, 22 Oct., 1853, vide Hist. des Droog. (ed. 4), tom iii., p. 440. t. Flowerbuds and a tracing of a leaf. The flowerbuds on this sheet are marked : “ M. peruviferaus, H. B. K. (type); from the Museum of Paris; received Jan., 1865.” The lower portion of the sheet is occupied by a tracing of the leaves of M. peruviferaus, Kth. (herbar de Kuth), with the following extract from a letter, dated Paris, Oct. 1853, from Prof. Guibourt to D. Haunbury :— “Myrosperrnum peruviferaus de Mutis, Linné et Kuth (voir Hist. des Droogues, t iv., p. 332). Je vous envoie (figure A) ainsi que je l’ai fait antérieurement à M. Pereira, le dessin calqué d’une feuille de cette espèce qui se trouve au Museum de Paris. Les folioles sont fermes, souvent un peu cordiformes par le bas ; le petiole commun et les nervures des folioles sont glabres (le mâbrû est hairy on its upper side, D.H.) Les petioles particuliers sont un peu pubescent, le fruit manque. Je vous envoie quelques folioles détachées de Myrosperrnum rapportés par M. Weddell, que l’on doit réunir à cette espèce.”",,"t. Flowerbuds and a tracing of a leaf. The flowerbuds on this sheet are marked : “ M. peruviferaus, H. B. K. (type); from the Museum of Paris; received Jan., 1865.” The lower portion of the sheet is occupied by a tracing of the leaves of M. peruviferaus, Kth. (herbar de Kuth), with the following extract from a letter, dated Paris, Oct. 1853, from Prof. Guibourt to D. Haunbury :— “Myrosperrnum peruviferaus de Mutis, Linné et Kuth (voir Hist. des Droogues, t iv., p. 332). Je vous envoie (figure A) ainsi que je l’ai fait antérieurement à M. Pereira, le dessin calqué d’une feuille de cette espèce qui se trouve au Museum de Paris. Les folioles sont fermes, souvent un peu cordiformes par le bas ; le petiole commun et les nervures des folioles sont glabres (le mâbrû est hairy on its upper side, D.H.) Les petioles particuliers sont un peu pubescent, le fruit manque. Je vous envoie quelques folioles détachées de Myrosperrnum rapportés par M. Weddell, que l’on doit réunir à cette espèce.”",,
DICOTYLEDONES,CALYCIPLORAE,"44 CALYXIFLORAE. a. Leafy twig (M. erythroxylum, Allem). Rio de Janeiro ; Dr. F. F. Allemão ; 1863. ""Les fleurs ont été détruite par les vers."" A drawing of the leaves, flowers, fruits, and very complete dissections of them accompany this sheet. b. Leafy twig. c. Twig, with leaves and 3 fruits, and detached leaves. From the Province of Ceara ; Dr. F. F. Allemão ; received 2 Nov., 1864. Appended to this sheet is a long descriptive botanical account of the plant, in Portuguese, from Dr. Allemão, who evidently regarded the tree as a new species ; but Mr. Hanbury, in his note book (vii. p. 314), writes as follows :—Dr. Allemão has been so good as to send me some leaves of this tree (M. erythroxylum, Allemão), from an examination of which I am of your (Capanema) opinion that it is the same species as M. perniferum, Linn. f. ""—D. H. Forma B. —Myropernum pedicellatum, Lamarck. a. Leaflets and bud, and tracing of a flowering shoot. From the type specimen of Joseph de Jussieu, in the Museum of the Jardin des Plantes, Paris. The tracing, taken 6 February, 1865, is from Lamarck, Ill. Pl. 341. Communicated by M. Brongniart, per J. Triana ; received Jan., 1865. See Encyclopédie Méthodique, Botanique, tome iv., p. 191. b. Leaflets and flowers, and tracing of fruit. The leaflets and flowers were received from Dr. Klotzsch, 30 Aug., 1853, under the name of Myroxyylon pedicel- latum, Klotzsch ; M. perniferum, Kl., in Hayne's Arzney- Gewächse, vol. xiv., t. 2 ; Myropernum pedicellatum, Lamarck. The tracing is that of the pods of (Myroxyylon pedicellatum, Klotzsch) ""Myropernum bal- samiferum,"" in Pavon's collection in the British Museum. Of these specimens Hanbury remarks :—","D. H., 20 Sept., 1853. Hanbury has also placed the word ""No! 1 D. H., 3 Aug, 1865,"" against the words, ""Myrosernum pedicellatum, Lamarc, thus indicating that he does not believe it to be identical with Myrozyylon pedicellatum, Klotzsch, (Bonplandia, 15 Sept., 1857, p. 276), as may also be seen by the following memorandum attached to this specimen:","44 CALYXIFLORAE. a. Leafy twig (M. erythroxylum, Allem). Rio de Janeiro ; Dr. F. F. Allemão ; 1863. ""Les fleurs ont été détruite par les vers."" A drawing of the leaves, flowers, fruits, and very complete dissections of them accompany this sheet. b. Leafy twig. c. Twig, with leaves and 3 fruits, and detached leaves. From the Province of Ceara ; Dr. F. F. Allemão ; received 2 Nov., 1864. Appended to this sheet is a long descriptive botanical account of the plant, in Portuguese, from Dr. Allemão, who evidently regarded the tree as a new species ; but Mr. Hanbury, in his note book (vii. p. 314), writes as follows :—Dr. Allemão has been so good as to send me some leaves of this tree (M. erythroxylum, Allemão), from an examination of which I am of your (Capanema) opinion that it is the same species as M. perniferum, Linn. f. ""—D. H. Forma B. —Myropernum pedicellatum, Lamarck. a. Leaflets and bud, and tracing of a flowering shoot. From the type specimen of Joseph de Jussieu, in the Museum of the Jardin des Plantes, Paris. The tracing, taken 6 February, 1865, is from Lamarck, Ill. Pl. 341. Communicated by M. Brongniart, per J. Triana ; received Jan., 1865. See Encyclopédie Méthodique, Botanique, tome iv., p. 191. b. Leaflets and flowers, and tracing of fruit. The leaflets and flowers were received from Dr. Klotzsch, 30 Aug., 1853, under the name of Myroxyylon pedicel- latum, Klotzsch ; M. perniferum, Kl., in Hayne's Arzney- Gewächse, vol. xiv., t. 2 ; Myropernum pedicellatum, Lamarck. The tracing is that of the pods of (Myroxyylon pedicellatum, Klotzsch) ""Myropernum bal- samiferum,"" in Pavon's collection in the British Museum. Of these specimens Hanbury remarks :—",,"D. H., 20 Sept., 1853. Hanbury has also placed the word ""No! 1 D. H., 3 Aug, 1865,"" against the words, ""Myrosernum pedicellatum, Lamarc, thus indicating that he does not believe it to be identical with Myrozyylon pedicellatum, Klotzsch, (Bonplandia, 15 Sept., 1857, p. 276), as may also be seen by the following memorandum attached to this specimen:"
DICOTYLEDONES,CALYCIPLORAE,"Myrosernum pedicellatum, Lamarc",,"Myrosernum pedicellatum, Lamarc, of which the original specimen, collected by J. de Jussieu, is at Paris, I regard as identical with M. perafernum, Linn. L., and consequently as distinct from Myrozyylon pedicellatum, Klotzsch. Of Klotzsch's M. pedicellatum, the only specimens I know are those derived from Ruiz and Pavon's Herbarium. These were confounded by Lambert with Myrozyylon punetatum, Klotzsch, a plant with large leaves and pods. Myrozyylon pedicellatum, Klotzsch, has always (as it seems to me) an oval (not oblong) leaf which never dries flat. The leaf is also greyish, the flowers dry brown as if the standard were deep yellow when fresh. I saw in Paris (if I am not mistaken, but Triana maintains that I am) at the Museum, 25 July, 1884, a scrap of this plant attached to a sheet of M. punetatum, and pointed it out to Triana, who thereupon marked it in pencil.",,
DICOTYLEDONES,CALYCIPLORAE,"Myrozyylon pubescens, H. B. K.",,"Forma y.-Myrozyylon pubescens, H. B. K. ""Tuche.""",,
DICOTYLEDONES,CALYCIPLORAE,CALYXIFLORA,,"c. Leafy twig, and detached flower and fruit. From Rio Blanco, near Popayan, 1,550 metres above the level of the sea; mean temperature, 19° Cent. ; 1869.",,
DICOTYLEDONES,CALYCIPLORAE,CALYXIFLORA,,"f. Leafy twig, with fruit and detached fruit.",,
DICOTYLEDONES,CALYCIPLORAE,CALYXIFLORA,,"g. Leafy twig and detached fruits. Received from the same locality and at the same date. The above all belong to the tree called ""Tache.""",,
DICOTYLEDONES,CALYCIPLORAE,CALYXIFLORA,,"h, i, j. Leafy twigs. Truns, Valley of Popayan; trees 20 feet high. From R. Cross; April, 1870. [Mr. Cross's specimens are not labelled ""Tache.""",,
DICOTYLEDONES,CALYCIPLORAE,CALYXIFLORA,,"k. Pen and ink sketch of leaves and pod of Myrozyon pubescens, Kunth. ""From a specimen in the Museum at Paris.""—D. H. The sketch which is marked B has, apparently in Guibourt's writing, the words: ""Pétioles et nervation convert d'un poil roux serré."" The following note is attached to the base of the sheet:— ""4—Myropermeres pubescens de Kunth [Hist. des Drogues, Tome iv., p. 332]. Le dessin B que je vous envoie, représente des folioles détachées et un fruit mûr, que l'on trouve au Museum de Paris."" ""Cette espèce diffère du M. perniferus par ses folioles généralement plus allongées eu plus étroites, et plus rarement cordiformes à la base, et par ses nervation et pétioles (particules) tout convertis de poils roux et serrés.""—Extract from a letter dated Paris, October, 1853, from Professor Guibourt to D. Hanbury.",,
DICOTYLEDONES,CALYCIPLORAE,CALYXIFLORA,,"l. Leaflets, flowers, and fruits ; four specimens. (1) Leaves of M. pubescens, H. B. K., ex Herb. Klotzsch. (2) Leaves and flowers. The leaves are labelled in D. H.'s writing: ""Myrozyon pubescens, H. B. K., from Dr. Lindley's Herbarium, 26 Jan., 1851."" The flowers are labelled apparently in Lindley's writing: ""M. pedicellatum, v. Balsamo del Peru, New Grenada, La Gasca."" (3) Fruit, ""Spruce, No. 5,075."" (4) Leaflets. Ibagué, New Grenada; J. Goulot.",,
DICOTYLEDONES,CALYCIPLORAE,CALYXIFLORA,,"m. Leaves and portion of fruit. Labelled apparently in Gustave Wallis's handwriting: ""The presumed leaves of the Cumaru do campo, Rio Branco, Province of Maranhão, Brazil,"" and in D. Hanbury's writing as follows: ""The seeds are highly esteemed by the natives, both civilised and Indians. 'The Indian,' says M.W., 'adorns himself with long chains, and the white uses them for ornaments in certain cases.' ""—Letter dated Barro do Rio Negro, 20 June, 1864.",,
DICOTYLEDONES,CALYCIPLORAE,"Myrozyylon punctatum, Klotzsch.",,"a. Tracing of leaves, flowers, and pods. Traced from Hayne's Arzney-Gewächse.",,
DICOTYLEDONES,CALYCIPLORAE,"Myrozyylon punctatum, Klotzsch.",,"b. Large yellowish leaflets (a) and detached green leaflets in a separate cover (b). Myroserpnum, River Marainon, A. J. de Warszewicz. "" Much resembles Myroserpnum punctatum, Klotzsch, as contained in Pavon's collection in the British Museum, under the designation: 'Myroserpnum balansiferum.' In the Myroserpnum balansiferum at the British Museum, the leaflets are usually more acute than in these."" A. J. de Warszewicz asserts that the yellow leaves (a) are from large trees, and the green leaves (b) from younger trees. But they are so different I can scarcely believe them to be of the same genus.",,
DICOTYLEDONES,CALYCIPLORAE,"Myrozyylon punctatum, Klotzsch.",,"c. Leaflets, flowers, fruit, and balsam.",,
DICOTYLEDONES,CALYCIPLORAE,"Myrozyylon punc-tatun, Klotzsch",,"Myrozyylon punc-tatun, Klotzsch, in Hayne's Arzney-Gewächse (Bd. iii. t. 12 of the Pharmaceutical Society's copy), vol xiv. t. 12.",,
DICOTYLEDONES,CALYCIPLORAE,"Myrozyylon rotundifolium, Kl.",,"a, b, c. Leafy twig. [Chongon, near Guayaquil, 1862; R. Spruce. These speci- mens vary very much in size and shape of leaf, some of the leaflets being as small as those of the Lims specimens.]",,
DICOTYLEDONES,CALYCIPLORAE,"Myrozyylon rotundifolium, Kl.",,"d. Detached leaves and fruits and leaflets. [Chongon, near Guayaquil, 1865; Dr. A. Destruge. On the same sheet are some fruits received from T. J. Riofrio, Guayaquil, per G. C. Bruce, 15 Oct., 1863, labelled: ""Semillas del Arbol de Balsamo.""]",,
DICOTYLEDONES,CALYCIPLORAE,"48 CALYCEIFLORAE. c. f. Leafy twigs. Sheet e is labelled: ""Myroxyylon robiniifolium, Klotsch (Bonplandia, 16 Sept., 1857, p. 276); Myropernum robiniifolium of De Warszawicz's letter; Chongon, Guayaquil. Specimens of the bark were sent with this. See A. J. de Warszawicz's letter dated La Paz, Bolivia, 17 May, 1852; also letter dated Payta, 12 Feb., 1853."" There is a note in pencil on sheet e, apparently in De Warszawicz's writing, as follows: ""Myropernum robiniifolium (M. suerorum); in Spanish, 'Balasmo odoroso'; Chongon, Guayaquil. "" 'Probably identical with M. periferum, L. fide.' D.H. Sheet f is labelled also: ""A balsam was formerly obtained by boiling the bark of this species."" 183. Myroxyylon Toluifera, H.B.K. a. Flowering twigs, with flowers and young pods, and detached flowers and leaflets. A coloured drawing of the flowers, apparently made by A. Göring, is labelled: ""Tree, 80 feet high to the first branches, 6 feet in circumference at 5 feet from the ground, no lianas attached to stem."" D.H. It has been written on it, in Göring's writing: ""Natural size of the flower of Myroxyylon Toluifera; they are sometimes smaller or larger, but not much. The only developed leaf of the flower is white."" A pencil sketch of the tree by A. Göring is also attached to this sheet. The specimen was collected by A. Göring at San Esteban, near Puerto Cabello, Venezuela, 1869. b. Leaves and flowers with dissection of flowers. From the same locality, and at the same date. [The dissection shows that there are 4 linear, almost capillary petals besides the spathulate petal (rezillum) mentioned by A. Göring, and 10 stamens of equal length.] c, d. Twigs, bearing flowers and young pods. From a tree 70 feet high, and from the same locality, and collected at the same date. e, f, g. Leafy twigs, and full grown pods. Venezuela, A. Göring; received Dec., 1888. h. Leaves and pods. Venezuela, A. Göring; received 13 Oct., 1888. i. Leaves, pods, and detached seeds. Venezuela, A. Göring; received 28 April, 1871.",,"48 CALYCEIFLORAE. c. f. Leafy twigs. Sheet e is labelled: ""Myroxyylon robiniifolium, Klotsch (Bonplandia, 16 Sept., 1857, p. 276); Myropernum robiniifolium of De Warszawicz's letter; Chongon, Guayaquil. Specimens of the bark were sent with this. See A. J. de Warszawicz's letter dated La Paz, Bolivia, 17 May, 1852; also letter dated Payta, 12 Feb., 1853."" There is a note in pencil on sheet e, apparently in De Warszawicz's writing, as follows: ""Myropernum robiniifolium (M. suerorum); in Spanish, 'Balasmo odoroso'; Chongon, Guayaquil. "" 'Probably identical with M. periferum, L. fide.' D.H. Sheet f is labelled also: ""A balsam was formerly obtained by boiling the bark of this species."" 183. Myroxyylon Toluifera, H.B.K. a. Flowering twigs, with flowers and young pods, and detached flowers and leaflets. A coloured drawing of the flowers, apparently made by A. Göring, is labelled: ""Tree, 80 feet high to the first branches, 6 feet in circumference at 5 feet from the ground, no lianas attached to stem."" D.H. It has been written on it, in Göring's writing: ""Natural size of the flower of Myroxyylon Toluifera; they are sometimes smaller or larger, but not much. The only developed leaf of the flower is white."" A pencil sketch of the tree by A. Göring is also attached to this sheet. The specimen was collected by A. Göring at San Esteban, near Puerto Cabello, Venezuela, 1869. b. Leaves and flowers with dissection of flowers. From the same locality, and at the same date. [The dissection shows that there are 4 linear, almost capillary petals besides the spathulate petal (rezillum) mentioned by A. Göring, and 10 stamens of equal length.] c, d. Twigs, bearing flowers and young pods. From a tree 70 feet high, and from the same locality, and collected at the same date. e, f, g. Leafy twigs, and full grown pods. Venezuela, A. Göring; received Dec., 1888. h. Leaves and pods. Venezuela, A. Göring; received 13 Oct., 1888. i. Leaves, pods, and detached seeds. Venezuela, A. Göring; received 28 April, 1871.",,
DICOTYLEDONES,CALYCIPLORAE,CALYXIFLORE. 49,,"The following note on this specimen is in D. Hanbury's writing:—
"" This branch was received with a large supply of pods, which, though of full size and quite ripe, were rarely found to contain a perfect seed. The pods with good seeds when placed in earth soon threw up shoots and afforded healthy plants. Some pods were sent to Mr. Thwaites, Ceylon, and some also to Mr. Bierendyik, Buitenzorg, Java.""—D.H.",,
DICOTYLEDONES,CALYCIPLORAE,j. b. Leafy twigs. Received also specimens of the bark of the tree.—D.H.,,"The leaves of the balsams of Tohn tree were collected about one league from the town of Mahates, which is on the Digne, about 13 leagues from Carthagena, on the second April, 1802, the tree at this time having neither flowers nor fruit. I saw the tree also at San Juan, New Granada, which is 25 leagues from Carthagena. I am told it grows in the neighbourhoold of Turbaco, but I could not ride to the spot, and I was unable to walk.""—S. Hayes.""",,
DICOTYLEDONES,CALYCIPLORAE,l. Leaves only.,,"The following note on this specimen is in D. Hanbury's writing:—
"" This branch was received with a large supply of pods, which, though of full size and quite ripe, were rarely found to contain a perfect seed. The pods with good seeds when placed in earth soon threw up shoots and afforded healthy plants. Some pods were sent to Mr. Thwaites, Ceylon, and some also to Mr. Bierendyik, Buitenzorg, Java.""—D.H.",,
DICOTYLEDONES,CALYCIPLORAE,m. Leaves and portion of detached fruit.,,m. Leaves and portion of detached fruit.,,
DICOTYLEDONES,CALYCIPLORAE,"n, o, p, q. Leafy twigs and detached fruits.",,"n, o, p, q. Leafy twigs and detached fruits.",,
DICOTYLEDONES,CALYCIPLORAE,"r, s. Leafy twig.",,"r, s. Leafy twig.",,
DICOTYLEDONES,CALYCIPLORAE,t. Leafy twig.,,t. Leafy twig.,,
DICOTYLEDONES,CALYCIPLORAE,"u. Leafy twig. A shoot from a plant raised at Clapham from seeds sent by A. Göring ; 31 Aug., 1874.",,"u. Leafy twig. A shoot from a plant raised at Clapham from seeds sent by A. Göring ; 31 Aug., 1874.",,
DICOTYLEDONES,CALYCIPLORAE,"v. Leafy twig. Near Carthagena, New Grenada ; A. J. de Warszewicz.",,"v. Leafy twig. Near Carthagena, New Grenada ; A. J. de Warszewicz.",,
DICOTYLEDONES,CALYCIPLORAE,w. Leaves and young flower shoots.,,w. Leaves and young flower shoots.,,
DICOTYLEDONES,CALYCIPLORAE,x. Sketches of leaflets.,,x. Sketches of leaflets.,,
DICOTYLEDONES,CALYCIPLORAE,"y. Tracing of leaves and flowers, and dissections of flowers and fruits.",,"y. Tracing of leaves and flowers, and dissections of flowers and fruits.",,
DICOTYLEDONES,CALYCIPLORAE,Observation,,"Ce n'est pas sans quelque hesitation que je rapporte cette espee au Myropernum toluiferum. Cette espee est en effet, fort peu connue, et je ne connais pas encore une description de ses fleurs et de ses fruits.",,
DICOTYLEDONES,CALYCIPLORAE,Detached leaflets and fruit,,"Detached leaflets and fruit. (Dr. Morales, Cuba, to C. Wright ; C. Wright to Asa Gray ; Asa Gray to me.)",,
DICOTYLEDONES,CALYCIPLORAE,"Flowering twigs, with detached fruits and leaflets",,"Flowering twigs, with detached fruits and leaflets (two specimens).",,
DICOTYLEDONES,CALYCIPLORAE,Leafy shoots,,"Leafy shoots. Cultivated at Clapham, 1864.",,
DICOTYLEDONES,CALYCIPLORAE,Leafy shoot and pods,,Leafy shoot and pods.,,
DICOTYLEDONES,CALYCIPLORAE,"Twigs, with flowers",,"Twigs, with flowers, 1867.",,
DICOTYLEDONES,CALYCIPLORAE,Detached leaves and mature pod,,Detached leaves and mature pod.,,
DICOTYLEDONES,CALYCIPLORAE,"Detached leaves, bark, and fruits",,"Detached leaves, bark, and fruits.",,
DICOTYLEDONES,CALYCIPLORAE,Frijolillo,,"Frijolillo. (P. grandiflora, Benth.) between Gorgona and Matachin Panama. S. Hayes; 12 Mar., 1861.",,
DICOTYLEDONES,CALYCIPLORAE,"Pterocarpus Draco, L.",,"Leaves and detached inflorescence, and flowers.",,
DICOTYLEDONES,CALYCIPLORAE,"Pterocarpus rufescens, Benth.",,"Leaf, inflorescence, fruit, and detached flowers.",,
DICOTYLEDONES,CALYCIPLORAE,"Etamia monosperma, Boiss.",,"Leafless twig, with detached pod.",,
DICOTYLEDONES,CALYCIPLORAE,"[Cytisus purgans, Benth.]; Sarothamnus purgans, Godr. and Greu.",,With flowers.,,
DICOTYLEDONES,CALYCIPLORAE,"[Cytisus scoparius, Link.]; Spartium scoparium, L.",,"Flowering twig, with detached fruits and flowers.",,
DICOTYLEDONES,CALYCIPLORAE,"Sesbania (Egyptiaca, Pers.?) ""Jhanjan"" (Hind.)",,"Twig, with leaves and pods.",,
DICOTYLEDONES,CALYCIPLORAE,"Sophora Grifithii, Stocks. ""Zergul""",,Leafy twig.,,
DICOTYLEDONES,CALYCIPLORAE,"Sophora Japonica, Linn.",,Flowering branchlet.,,
DICOTYLEDONES,CALYCIPLORAE,"Spartium juncceum, L.",,Flowering shoot.,,
DICOTYLEDONES,CALYCIPLORAE,"Tephrosia apollines, D. C.",,"Twig, with flowers and young fruit.",,
DICOTYLEDONES,CALYCIPLORAE,Trifolium repens? L.,,Flowering stems.,,
DICOTYLEDONES,CALYCIPLORAE,"Trigonella Fenum-graecum, L.",,"Branch, with flowers and fruit.",,
DICOTYLEDONES,CALYCIPLORAE,Bauhinia species,,Leafy twig. No locality given.,,
DICOTYLEDONES,CALYCIPLORAE,"Cesalpinia Boudou, L.",,"Twig with flower buds. Stewart, 'Punjab Plants,' p. 69.",,
DICOTYLEDONES,CALYCIPLORAE,"Campsiandra haurifolia, Bentb.",,"Leafy twigs with flowers, and (b) detached flower. H. W. Bates, Para.",,
DICOTYLEDONES,CALYCIPLORAE,"Cassia Brasiliana, Lam.",,"Twig with detached flowers. 'Plants of the Isthmus of Panama,' No. 754 ; S. Hayes.",,
DICOTYLEDONES,CALYCIPLORAE,"Cassia Fistula, L.",,"Twig in flower. Lower Egypt; 1860 ; S. Stafford Allen, (with legumes). The following note from the above-named gentleman is attached to this sheet. ""Specimens of the ripe pod, with some dried leaves and flowers, gathered near Cairo, 28 June, 1864. The tree is not uncommon in the gardens round Cairo; it is known to the Arabs under the name of Heyar Shembi, and is said to be used as a purgative. The flowers, which were rather past their prime at the above date, hung all over the the tree in long drooping spikes, and had an agreeable smell. The ripe dried pods hung singly and in small bunches at the same time; but if required for use would doubtless have been gathered before many of them had been eaten into by insects.""—S. S. Allen.",,
DICOTYLEDONES,CALYCIPLORAE,"Cassia Marilandica, L.",,"With flowers and fruit on separate twigs. Banks of streams, Cooper's Point ; flowers, 2 Oct., 1860 ; fruit, 9 Jan.",,
DICOTYLEDONES,CALYCIPLORAE,"Cassia moschata, H.B.K.",,"Leafy twig and detached flowers. Plants of the Isthmus of Panama, No. 58 ; S. Hayes. In woods, Paraiso Station, Panama ; March, 1863. A tree 30-40 feet high. Petals yellow, at length turning to a brick yellow. ""Canafistola de Purgar."" [Sheet e has a figure of the plant and fruit taken from Linn. Soc. Trans., vol. xxiv., pl. 26.]",,
DICOTYLEDONES,CALYCIPLORAE,"Cassia moschata, H.B.K.",,"Young leaves, detached flowers and portion of fruit; and twig of a young plant cultivated at Clapham, 1865. A pen and ink sketch of the corolla and stamens and dissected flower are attached to this sheet. ""On slopes of hills near Rio Grande Sta. P.R.R. ; 20 Feb., 1861. A spreading tree 20-40 feet high. Flowers yellowish-brown. The fruit of this tree is called by the natives ""Canafistola de purgar "" and used as a laxative. It is often nearly 2 feet in length."" S. Hayes.",,
DICOTYLEDONES,CALYCIPLORAE,"Cassia obtusata, Hayne, (Arney-Gewachse ix. 43).",,With flowers and pods. Egypt ; 1863 ; T. W. Beddome.,,
DICOTYLEDONES,CALYCIPLORAE,"Cassia occidentalis, L.",,"Leafy shoot with flowers. [Hanbury adopted temporarily the name given in Stewart, in 'Punjab Plants,' but the specimen is undoubtedly C. occidentalis L.]",,
DICOTYLEDONES,CALYCIPLORAE,"Cassia reticulata, Wild. ""Guayava""",,"a. Leaf and detached flowers. Sonsonate, State of Salvador ; Dr. C. Dorat ; Oct., 1860.",,
DICOTYLEDONES,CALYCIPLORAE,"Ceratonia Siliqua, L.",,"a. Flowering branchlet. Caffa, Syria ; 15 Oct., 1860 ; Dr. J. D. Hooker and D. Hanbury.",,
DICOTYLEDONES,CALYCIPLORAE,"Ceratonia Siliqua, L.",,"b. Ditto, with young pods and detached ripe fruit. Beyrount, Syria, Dr. J. D. Hooper and D. Hanbury.",,
DICOTYLEDONES,CALYCIPLORAE,"Copaifera Langsdorffii, Desf.",,"a. Twigs in flower, and detached leaves, flowers, and fruits. Campinas, Brazil, J. C. de Mello ; received 1865. ""Agrees best with C. Langsdorffii. Leaves pellucid- punctate!"" -D.H.",,
DICOTYLEDONES,CALYCIPLORAE,"Copaifera officinalis, Jacq. (C. Jacquinii, Desf.)",,"a. Branchlet, with flowerbuds. b. Ditto, with flowers. Trinidad, Dr. Cruger, 1862.",,
DICOTYLEDONES,CALYCIPLORAE,"Copaifera officinalis, Jacq. (C. Jacquinii, Desf.)",,"c. d. With young fruits and detached ripe fruits. ""Along the line of the Panama railroad, about three miles from Panama ; Sept., 1861. A fine tree 40-60 ft. high. Fruit ripe in February ;"" S. Hayes, No. 410.",,
