data-division,data-items-familyName,data-items-species-speciesName,data-items-species-folders-description
Monocotyledones,GRAMINEAE,"Festuca rubra. subsp. litoralis (G.F.W. Meyer) Auquier, Flora Europaea 5: 140 (1978) [Syn. F. gallovidiensis J.Walker, Econ. his. Hebrid. & highl. Scotl. 1: 372, 375 (1808)] 2 folders. Folder 1. Festuca glabra, Fl: Scot: [TA], Flora Scotica ed. 1, 1085 (1777). i. ""Festuca Gallovidiensis of Dr. Walker. Ardbigland in Galloway. Scotland"" [JL]. ii. ""Festuca gallovidiensis Dr. Walker. Ardbiglen"" [?]. iii. ""Festuca glabra Flo. Scot. 1085. certainly"" [?]. Folder 2. Festuca glabra, Fl: Scot: [TA], Flora Scotica ed. 1, 1085 (1777). i. ""Festuca Gallovidiensis of Dr. Walker. Ardbigland in Galloway. Scotland"" [JL]. ii. ""Festuca gallovidiensis Dr. Walker. Ardbiglen"" [?]. iii. ""Festuca glabra Flo. Scot. 1085. certainly"" [?].",
Monocotyledones,GRAMINEAE,Festuca duriuscula var. [G],"×Festulolium loliaceum (Huds.) P. Fournier, Grasses ed. 2, 149 (1968)"
Monocotyledones,GRAMINEAE,Helictotrichon pratense (L.) Pilger,"Folder 1\. Avena pratensis [TA], Flora Scotica ed. 1, 105 (1777)"
Monocotyledones,GRAMINEAE,Helictotrichon pratense (L.) Pilger,Folder 2\. Avena pratensis [G]
Monocotyledones,GRAMINEAE,Helictotrichon pubescens (Huds.) Pilger,"Folder 1\. Avena pubescens [TA], Flora Scotica ed. 1, 105 (1777)"
Monocotyledones,GRAMINEAE,Holcus lanatus L.,"Folder 1\. Holcus lanatus L., Grasses ed. 2, 263 (1968)"
Monocotyledones,GRAMINEAE,Holcus lanatus L.,"Folder 2\. Holcus lanatus L., Grasses ed. 2, 263 (1968)"
Monocotyledones,GRAMINEAE,Holcus lanatus L.,"Folder 3\. Holcus lanatus L., Grasses ed. 2, 263 (1968)"
Monocotyledones,GRAMINEAE,"Holcus lanatus Lightfoot [G]. i. ""Holcus lanatus"" [JL]",Folder
Monocotyledones,GRAMINEAE,Holcus lanatus Lightfoot [G],Folder
Monocotyledones,GRAMINEAE,"Holcus lanatus [TA]; Lightfoot [G]. i. ""Holcus lanatus"" [JL].",Folder
Monocotyledones,GRAMINEAE,"Holcus mollis L., Grasses ed. 2: 265 (1968) 3 folders.",Folder
Monocotyledones,GRAMINEAE,"Holcus mollis L., Grasses ed. 2: 265 (1968) 3 folders.",Folder
Monocotyledones,GRAMINEAE,"Holcus mollis L., Grasses ed. 2: 265 (1968) 3 folders.",Folder
Monocotyledones,GRAMINEAE,"Holcus mollis [TA]; Lightfoot [G]. i. Cites Linn.; Ray's Syn. 404. ii. ""Creeping Soft-Grass. In Corn-fields. June & July"" [JL]. Folder",Folder
Monocotyledones,GRAMINEAE,"Holcus mollis Lightfoot [G]. i. ""Holcus mollis. Langley [Langley in Buckinghamshire] Black Park"" [JL].",Folder
Monocotyledones,GRAMINEAE,"Holcus mollis Lightfoot [G]. i. ""Holcus mollis. Langley Black Park"" [JL]. [Specimen a variety of H. mollis.]","Folder 1\. Hordeum sylvaticum [TA]. i. ""Hordeum sylvaticum-a new Species. Gramen secalinum majus sylvaticum. R. Syn: P. 392"" [JL]."
Monocotyledones,GRAMINEAE,"Holcus mollis Lightfoot [G]. i. ""Holcus mollis. Langley Black Park"" [JL]. [Specimen a variety of H. mollis.]","Folder 2\. Hordeum sylvaticum [TA]. i. ""Piercefield"" [JL]."
Monocotyledones,GRAMINEAE,"Hordeum murinum L., Grasses ed. 2, 111 (1968) 1 folder. Hordeum murinum [TA]. i. ""Hordeum murale. I know not where, no matter"" [JL].",
Monocotyledones,GRAMINEAE,"Hordeum secalinum Schreb., Grasses ed. 2, 115 (1968) 1 folder. Hordeum pratense [G]. i. ""the β of Hudson"" [TA].",
Monocotyledones,GRAMINEAE,"Koeleria cristata (L.) Pers., Grasses ed. 2, 243 (1968) 1 folder. Aira cristata [TA]. i. Cites Moris. Hist. Ox. Sect. 8, t. 4, f. 7; Ray's Syn. 396. ii. ""Cristed Hair-Grass. June. This grows on Heaths & barren sandy Places"" [JL]. iii. ""Aira cristata"" [JL].",
Monocotyledones,GRAMINEAE,"Koeleria vallesiana (Honck.) Bertol., Grasses ed. 2, 245 (1968) 1 folder. Aira cristata [TA]. i. ""Aira cristata? nunc Poa cristata? var. pompercula (?) Weston supra mare, opposite the Isles of Holms, Somersetshire"" [JL].",
Monocotyledones,GRAMINEAE,"[Lolium multiflorum Lam., Grasses ed. 2, 153 (1968) 1 folder. Lolium novum [TA]; L. perenne var. maritima [G]. i. ""Lolium temulent: a very singular... [illegible] if so. w:th 20 flowers instead of 8 or 10 & the Involucr: not longer than the inferior flower in the Spicula, whereas it is almost as long as the Spicula itself in the common sort. near Weymouth where & when?"" [JL].]",
Monocotyledones,GRAMINEAE,"Lolium perenne L., Grasses ed. 2, 151 (1968) 1 folder and 1 sheet. Folder",
Monocotyledones,GRAMINEAE,Lolium perenne β [TA].,"Lolium perenne \[TA\]. i. Cites Linn.; Huds.; Ray's Syn. 395. ii. ""Perennial Darnel-Grass. June. By Waysides & in Pastures almost everywhere"" [JL]. iii. ""Lolium perenne"" [JL]. [Specimen is typical L. perenne with forma cristatum (Pers.) on the same rootstock [CEH].] Sheet 1. ""Lolium perenne β from the Same Root with the foregoing now inclosed"" [TA]."
Monocotyledones,GRAMINEAE,"Lolium temulentum L., Grasses ed. 2, 155 (1968)","Lolium temulentum [TA]. i. Cites Linn.; Huds.; Ray's Syn. 396. ii. ""Annual Darnel-grass. It is found now & then in Corn-fields. July & Aug. It appears from the Samples that the Spikes are not always bearded, & therefore this should not be a specific Mark. Temulentos reddit. & per horas aliquot caecos assuntum in potu; mitius in pane. Flor: Suec."" [JL]. iii. ""Lolium temulentum: [JL]. [Awned spike is typical L. temulentum and awnless spike is var. arvense Lilj. [CEH].]"
Monocotyledones,GRAMINEAE,"Melica nutans L., Grasses ed. 2, 225 (1968)","Melica nutans [TA]; M. montana Huds. 2. Ed. [G]. i. Cites Linn.; Huds.; Ray's Syn. 403. ii. ""The Mountain Melic-Grass. June. This beautiful Variety of Melic-Grass was gathered in the North of England, in Helks Wood near Ingleton, & on Bramham Moor near Tadcaster"" [JL]. iii. ""Melica nutans Var: β"" [JL]."
Monocotyledones,GRAMINEAE,"Melica uniflora Retz., Grasses ed. 2, 227 (1968)","Melica uniflor and M. nutans Huds. [G]. i. Cites Linn.; Ray's Syn. 403; Moris. Hist. Ox. Sect. 8, t. 7, f. 49. ii. ""Melic Grass. June & July. In Woods & on Shady Banks by Wood Sides pretty common"" [JL]. iii. ""Melica nutans"" [JL]."
Monocotyledones,GRAMINEAE,"Parapholis strigosa (Dumort.) C.E.Hubbard, Grasses ed. 2, 341 (1968)","Aegilops incurvata [TA]. i. Cites Linn.; Ray's Syn. 395. ii. ""Sea Darnel Grass or Hard-grass. July. In the Sea Marshes, at Sandown Castle in the Isle of Thanet, & many other Places"" [JL]."
Monocotyledones,GRAMINEAE,"Parapholis strigosa (Dumort.) C.E.Hubbard, Grasses ed. 2, 341 (1968)",Aegilops incurvata [TA].
Monocotyledones,GRAMINEAE,"Phragmites communis Trin., Grasses ed. 2, 349 (1968)","Arundo phragmites [TA], Flora Scotica ed. 1, 106 (1777). i. Cites Linn.; Huds. ii. ""By Riversides & Ditches almost everywhere. July. Common Reed-Grass"" [JL]. iii. ""Arundo phragmites"" [JL]."
Monocotyledones,GRAMINEAE,"Poa alpina L., Grasses ed. 2, 173 (1968)","Folder 1. ""Poa alpina L., Grasses ed. 2, 173 (1968)"""
Monocotyledones,GRAMINEAE,"Poa alpina L., Grasses ed. 2, 173 (1968)","Folder 2. ""Poa alpina L., Grasses ed. 2, 173 (1968)"""
Monocotyledones,GRAMINEAE,"Poa alpina Huds. [G]. i. [On reverse:] ""Poa panicula difusa ramosissima, spiculis sexfloris cordatis. Flor. Suec. 79"" [? Solander]. Folder",Folder
Monocotyledones,GRAMINEAE,"Poa alpina [TA]; vivipara Huds. [G]. i. ""Snowdon"" [JL]. ii. ""Mrs Hyde"" [JL]; ""Poa vivipara"" [TA]. [Three specimens of var. vivipara L. and one of typical P. alpina]","Poa alpina [TA]; vivipara Huds. [G]. i. ""Snowdon"" [JL]. ii. ""Mrs Hyde"" [JL]; ""Poa vivipara"" [TA]. [Three specimens of var. vivipara L. and one of typical P. alpina]"
Monocotyledones,GRAMINEAE,"Poa angustifolia L., Grasses ed. 2, 189 (1968)","1 sheet. Poa pratensis [?]. i. ""Fl: Clod."" [JL]; ""only P. pratensis"" [?]. ii. ""Poa setacea. Poa panicula diffusa, spiculis unifloris pubescentibus, foliis radicalibus setaceis. Huds. Angl. 34. An diversa a Poa angustifolia. non videtur"" [?]."
Monocotyledones,GRAMINEAE,"Poa annua L., Grasses ed. 2, 169 (1968)","1 folder. Poa annua [TA]. i. Cites Linn.; Ray's Syn. 408. ii. ""Annual Meadow-Grass, or Suffolk Grass. This is found elsewhere in Pastures, & by Path-sides, flow'ring the greatest Part of the Year. It is an excellent Grass for the Dairy. See Stillingfleet's Account & figure of it in his Tracts"" [JL]. iii. ""Poa annua"" [JL]."
Monocotyledones,GRAMINEAE,"Poa bulbosa L., Grasses ed. 2, 171 (1968)","1 folder. Poa bulbosa [?]. i. ""All from Italy given by Mr Aiton [William Aiton]"" [JL]. ii. ""[illegible]... icum spicis digitalis flosculis solitariis sessilibus uno versus disporitis. Gramen dactylon, radie repente, sive officinarum. Scheuch. gram. 104. Panicum dactylon. Linn. Sp. Pl. 85"" [? Solander]. iii. ""Poa bulbosa. Poa panicula Bensa, spiculis quadrifloris pubescentibus, culmorum basi suberosa. Gramen xerampelinum ec. Scheuch. gram. 185. De [illegible]... inilio Linnei non lacet. Poa alpina L. variet. est hujus speciei. 1. Gramen arvense panicula crispa. Dank. pin. 3. prodr. 6 Theaw. p. 32"" [? Solander]. [Specimen between the two of typical P. bulbosa is var. vivipara Koel.]"
Monocotyledones,GRAMINEAE,"Poa compressa L., Grasses ed. 2, 195 (1968)",2 folders.
Monocotyledones,GRAMINEAE,"Poa compressa [G]. i. Cites Linn. Sp. Pl. ii. ""In dry Pastures & upon Walls. May & June. This Poa varies exceedingly according to the different Stages of its Growth, & the Places where it is found, as appears from the Difference of the Samples. The Specimens mark'd, a, a, a, & c. have six or more Flowers in each Spicula. These are in the most perfect State, & are commonly found in Pastures. Those mark'd b, b, have not above three or four Flowers at most in each Spicula. These are found on Walls. Those mark'd c, c, are such as are found on Walls & are going out of Flower. All the Samples have the Stalks very much compress'd, & generally are a little bent or distorted at the Joints. These are the most certain Marks to distinguish the Species"" [JL]. iii. ""Poa compressa"" [JL].",Folder
Monocotyledones,GRAMINEAE,"Poa compressa [G]. i. ""Scotland. Yalden"" [JL]. ii. ""Poa compressa"" [JL]. Poa nemoralis L., Grasses ed. 2, 177 (1968)","Folder 1\. Poa compressa \[G\]\. i\. ""Scotland. Yalden"" \[JL\]\. ii\. ""Poa compressa"" \[JL\]"
Monocotyledones,GRAMINEAE,"Poa compressa [G]. i. ""Scotland. Yalden"" [JL]. ii. ""Poa compressa"" [JL]. Poa nemoralis L., Grasses ed. 2, 177 (1968)","Folder 2\. Poa compressa \[G\]\. i\. ""Scotland. Yalden"" \[JL\]\. ii\. ""Poa compressa"" \[JL\]"
Monocotyledones,GRAMINEAE,"Poa compressa [G]. i. ""Scotland. Yalden"" [JL]. ii. ""Poa compressa"" [JL]. Poa nemoralis L., Grasses ed. 2, 177 (1968)","Folder 3\. Poa compressa \[G\]\. i\. ""Scotland. Yalden"" \[JL\]\. ii\. ""Poa compressa"" \[JL\]"
Monocotyledones,GRAMINEAE,"Poa compressa [G]. i. ""Scotland. Yalden"" [JL]. ii. ""Poa compressa"" [JL]. Poa nemoralis L., Grasses ed. 2, 177 (1968)","Folder 4\. Poa compressa \[G\]\. i\. ""Scotland. Yalden"" \[JL\]\. ii\. ""Poa compressa"" \[JL\]"
Monocotyledones,GRAMINEAE,"Poa compressa [G]. i. ""Scotland. Yalden"" [JL]. ii. ""Poa compressa"" [JL]. Poa nemoralis L., Grasses ed. 2, 177 (1968)","Folder 5\. Poa compressa \[G\]\. i\. ""Scotland. Yalden"" \[JL\]\. ii\. ""Poa compressa"" \[JL\]"
Monocotyledones,GRAMINEAE,Poa angustifolia [TA],Folder
Monocotyledones,GRAMINEAE,"Poa angustifolia [G]. i. ""From Kew. Poa angustifol?"" [JL]. ii. ""Poa angustifolia"" [JL]",Folder
Monocotyledones,GRAMINEAE,"Poa angustifolia [G]. i. ""= Pratensis"" [?].",Folder
Monocotyledones,GRAMINEAE,Poa nemoralis? [TA],Folder
Monocotyledones,GRAMINEAE,"Poa nemoralis [TA]. i. ""Poa nemoralis. Bulls: Grove [Bulstrode Park]"" [JL]; ""an unfair place to take it from, being too much shaded"" [TA, who would have known the conditions in this Grove, being Head Gardener there; his remark crossed out by someone]. Poa subcaerulea Sm., Grasses ed. 2, 193 (1968)","Folder 1\. Poa nemoralis \[TA\]. i\. ""Poa nemoralis. Bulls: Grove \[Bulstrode Park\]"" \[JL\]; ""an unfair place to take it from, being too much shaded"" \[TA, who would have known the conditions in this Grove, being Head Gardener there; his remark crossed out by someone\]. Poa subcaerulea Sm., Grasses ed. 2, 193 (1968)"
Monocotyledones,GRAMINEAE,"Poa nemoralis [TA]. i. ""Poa nemoralis. Bulls: Grove [Bulstrode Park]"" [JL]; ""an unfair place to take it from, being too much shaded"" [TA, who would have known the conditions in this Grove, being Head Gardener there; his remark crossed out by someone]. Poa subcaerulea Sm., Grasses ed. 2, 193 (1968)","Folder 2\. Poa nemoralis \[TA\]. i\. ""Poa nemoralis. Bulls: Grove \[Bulstrode Park\]"" \[JL\]; ""an unfair place to take it from, being too much shaded"" \[TA, who would have known the conditions in this Grove, being Head Gardener there; his remark crossed out by someone\]. Poa subcaerulea Sm., Grasses ed. 2, 193 (1968)"
Monocotyledones,GRAMINEAE,"Poa nemoralis [TA]. i. ""Poa nemoralis. Bulls: Grove [Bulstrode Park]"" [JL]; ""an unfair place to take it from, being too much shaded"" [TA, who would have known the conditions in this Grove, being Head Gardener there; his remark crossed out by someone]. Poa subcaerulea Sm., Grasses ed. 2, 193 (1968)","Folder 3\. Poa nemoralis \[TA\]. i\. ""Poa nemoralis. Bulls: Grove \[Bulstrode Park\]"" \[JL\]; ""an unfair place to take it from, being too much shaded"" \[TA, who would have known the conditions in this Grove, being Head Gardener there; his remark crossed out by someone\]. Poa subcaerulea Sm., Grasses ed. 2, 193 (1968)"
Monocotyledones,GRAMINEAE,"Poa nemoralis [TA]. i. ""Poa nemoralis. Bulls: Grove [Bulstrode Park]"" [JL]; ""an unfair place to take it from, being too much shaded"" [TA, who would have known the conditions in this Grove, being Head Gardener there; his remark crossed out by someone]. Poa subcaerulea Sm., Grasses ed. 2, 193 (1968)","Folder 4\. Poa nemoralis \[TA\]. i\. ""Poa nemoralis. Bulls: Grove \[Bulstrode Park\]"" \[JL\]; ""an unfair place to take it from, being too much shaded"" \[TA, who would have known the conditions in this Grove, being Head Gardener there; his remark crossed out by someone\]. Poa subcaerulea Sm., Grasses ed. 2, 193 (1968)"
Monocotyledones,GRAMINEAE,Poa trivialis [TA],"Poa trivialis \[TA\]. i. Cites Linn.; Ray's Syn. 409; Gmel. Fl. Sibir., vol. 1, p. 103. ii. ""Common Meadow-Grass. June. This grows in Meadows & Pastures almost everywhere and is a most excellent Grass for Fodder. It varies with three, four & five Flowers in a Spicula, but are all pubescent at the Base, which is it's chief Difference (& that a very vague one) from the Poa pratensis. Compare Ray's Syn: & Gmelin's Fl. Sibir:"" [JL]. iii. ""Poa trivialis"" [JL]."
Monocotyledones,GRAMINEAE,Poa compressa [JL],"Poa compressa? These Specimens were collected in Kintbury Peat Bog, two Miles from Hungerford, Berkshire. May. The stalks were remarkably compress'd, & each Spicula consisted generally of five Flowers, but the Face & Habit of the Panicle agrees best with Ray's Description of the Gramen pratense paniculatum medium. Pag: 409. which is a Synonym of the Poa Trivialis of Lin: but that has a cylindrical Stalk"
Monocotyledones,GRAMINEAE,Poa compressa [JL],Poa compressa? in Kintbury Peat Bog
Monocotyledones,GRAMINEAE,Poa pratensis [TA],"Poa pratensis \[TA\]. i\. ""Mr. Hudson affirms this to be his Poa pratensis. I take it to be the same Kind which I collected in Kintbury Peat Bog. Vide"" \[JL\]. ii\. ""Poa pratensis, according to Hudson"" \[JL\]. iii\. ""P. pratensis, smooth Vagina & truncated Membrane"" \[JL\]."
Monocotyledones,GRAMINEAE,"Poa pratensis [G]. i. ""The Small Sp. from Highland Spots. Scotland"" [TA]. [Two forms of P. subcaerulea.] Poa trivialis L., Grasses ed. 2, 187 (1968)","Folder 1\. Poa trivialis-Stipula interfoliacea. longa \[G\]. i. Cites Linn.; Ray's Syn. 409; Moris. Hist. Ox. Sect. 8, t. 5, f. 18. ii. ""Great Meadow Grass. June. In Meadows & Pastures frequent. The Flowers of this are all smooth at the Base, having no kind of Pubescency; and the Leaves and Stalks are a little rough to the Touch. These are the chief Marks to distinguish it from the Poa trivialis, the number of Flowers in each Spicula being very uncertain in both Kinds; & indeed the above Characters do not seem sufficiently constant to constitute two different Species. See Gmelin: Flor: Sibiric: Vol. 1. P. 102, 103"" [JL]. iii. ""Poa pratensis"" [JL]."
Monocotyledones,GRAMINEAE,"Puccinellia distans (L.) Parl., Grasses ed. 2, 201 (1968)","Folder 2\. Puccinellia distans (L.) Parl., Grasses ed. 2, 201 (1968)"
Monocotyledones,GRAMINEAE,"Puccinellia distans (L.) Parl., Grasses ed. 2, 201 (1968)","Folder 3\. Puccinellia distans (L.) Parl., Grasses ed. 2, 201 (1968)"
Monocotyledones,GRAMINEAE,"Poa maritima [G]. i. ""Poa maritima"" [JL]",Folder
Monocotyledones,GRAMINEAE,"Poa maritima [G]. i. ""Weymouth"" [JL]",Sheet
Monocotyledones,GRAMINEAE,"Poa maritima [G]. i. ""near the Lock below Colchester Hithe, & in sandy Places between Maldon & Goldhanger"" [JL]. [See also under P. fasciculata.]","Puccinellia rupestris (With.) Fern. & Weath., Grasses ed. 2, 205 (1968) [See under Catapodium rigidum]"
Monocotyledones,GRAMINEAE,"Poa maritima [G]. i. ""near the Lock below Colchester Hithe, & in sandy Places between Maldon & Goldhanger"" [JL]. [See also under P. fasciculata.]","Sesleria caerulea (L.) Ard., Grasses ed. 2, 229 (1968)"
Monocotyledones,GRAMINEAE,"Cynosurus coeruleus [TA], Flora Scotica ed. 1, 100, 1115 (1777). i. Cites Linn. Sp. Pl.; Ray's Syn. 399. ii. ""Blue Dog's tail Grass. May. This grows upon the Rocks near Seattle in Yorkshire, & on the Sides of Ingleborough Hill; and other the like Places in Westmoreland; and on the sides of the Highland Mountains in Scotland"" [JL]. iii. ""Cynosurus caeruleus"" [JL]. [Specimens are subsp. calcarea (Celak.) Hegi.]","Sieglingia decumbens (L.) Bernh., Grasses ed. 2, 353 (1968)"
Monocotyledones,GRAMINEAE,"Cynosurus coeruleus [TA], Flora Scotica ed. 1, 100, 1115 (1777). i. Cites Linn. Sp. Pl.; Ray's Syn. 399. ii. ""Blue Dog's tail Grass. May. This grows upon the Rocks near Seattle in Yorkshire, & on the Sides of Ingleborough Hill; and other the like Places in Westmoreland; and on the sides of the Highland Mountains in Scotland"" [JL]. iii. ""Cynosurus caeruleus"" [JL]. [Specimens are subsp. calcarea (Celak.) Hegi.]","Festuca decumbens [TA], Flora Scotica ed. 1, 102 (1777). i. Cites Linn.; Ray's Syn. 408; Moris. Hist. Ox. Sect. 8, t. 1, f. 6. ii. ""Decumbent Fescue-Grass. July. This grows in barren Downs & Heaths where the Ground is moist"" [JL]. iii. ""Festuca decumbens"" [JL]."
Monocotyledones,GRAMINEAE,"Stipa pennata L., s.l., Flora Europaea 5: 248 (1980)","Folder 1. Festuca decumbens [TA], Flora Scotica ed. 1, 102 (1777). i. Cites Linn.; Ray's Syn. 408; Moris. Hist. Ox. Sect. 8, t. 1, f. 6. ii. ""Decumbent Fescue-Grass. July. This grows in barren Downs & Heaths where the Ground is moist"" [JL]. iii. ""Festuca decumbens"" [JL]."
Monocotyledones,GRAMINEAE,"Stipa pennata L., s.l., Flora Europaea 5: 248 (1980)","Folder 2. Festuca decumbens [TA], Flora Scotica ed. 1, 102 (1777). i. Cites Linn.; Ray's Syn. 408; Moris. Hist. Ox. Sect. 8, t. 1, f. 6. ii. ""Decumbent Fescue-Grass. July. This grows in barren Downs & Heaths where the Ground is moist"" [JL]. iii. ""Festuca decumbens"" [JL]."
Monocotyledones,GRAMINEAE,"Stipa pennata [G]. i. Cites Linn.; Ray's Syn. 393; Moris. Hist. Ox. Sect. 8, t. 7, f. 9. ii. ""Feather Grass. July. This has been found growing wild in England, upon the Rocks by the side of Long Sleadale [Long Sleddale] near Kendal in Westmoreland"" [JL]. iii. ""Stipa pennata"" [JL].",Folder
Monocotyledones,GRAMINEAE,Stipa pinnata [TA],"Stipa pinnata \[TA\]. i. Cites Linn.; Ray's Syn. 393; Moris. Hist. Ox., Sect. 8, t. 7, f. 9. ii. ""Feather Grass. July. This is said to have been found growing spontaneously upon the Limestone Rocks by the Sides of Long Sleadale, about 10 Miles from Kendal in Westmoreland"" [JL]. iii. ""Stipa pennata"" [JL]."
Monocotyledones,GRAMINEAE,"Trisetum flavescens (L.) Beauv., Grasses ed. 2, 247 (1968)","Trisetum flavescens (L.) Beauv., Grasses ed. 2, 247 (1968)."
Monocotyledones,GRAMINEAE,"Avena flavescens [TA], Flora Scotica ed. 1, 106 (1777)","Avena flavescens [TA], Flora Scotica ed. 1, 106 (1777). i. Cites Linn.; Huds.; Moris. Hist. Ox., Sect. 8, t. 7, f. 42. ii. ""Yellow Oat-Grass. In Meadows & Pastures very common. June & July"" [JL]. iii. ""Avena flavescens: [JL]."
Monocotyledones,GRAMINEAE,"Vulpia bromoides (L.) S.F.Gray, Grasses ed. 2, 157 (1968)","Vulpia bromoides (L.) S.F.Gray, Grasses ed. 2, 157 (1968)."
Monocotyledones,GRAMINEAE,"Vulpia membranacea (L.) Dum., Grasses ed. 2, 163 (1968)","Vulpia membranacea (L.) Dum., Grasses ed. 2, 163 (1968)."
Monocotyledones,GRAMINEAE,Juncus inflexus L.,Juncus inflexus L.
Monocotyledones,GRAMINEAE,"Juncus inflexus [TA]; J. glaucus [G]. i. ""Junc: inflexus Holkam Cambridge"" [JL]. Folder","Juncus inflexus \[TA\]; J. glaucus \[G\]. i\. ""Junc: inflexus Holkam Cambridge"" \[JL\]. Folder"
Monocotyledones,GRAMINEAE,"Juncus effusus [TA]; J. glaucus [G]. i. ""Effusus Hokam Cambridge"" [JL]. ii. ""Scotland"" [JL]. iii. ""In the Road from Hereford to Leominster"" [JL].","Juncus effusus \[TA\]; J. glaucus \[G\]. i. ""Effusus Hokam Cambridge"" \[JL\]. ii. ""Scotland"" \[JL\]. iii. ""In the Road from Hereford to Leominster"" \[JL\]."
Monocotyledones,GRAMINEAE,Juncus maritimus Lam.,"Juncus acutus β \[TA\]. i. ""Juncus acutus Var:γ certainly. Mr. Banks common every where"" \[JL\]. ii. ""Juncus acutus Isle of Purbeck near Brawnsey [Brownsea Island in Poole Bay, Dorset]. It seems to be a strange Variety (if so) of J. acutus"" \[JL\]. folders: [{'description': 'Juncus acutus β \\[TA\\]. i. ""Juncus acutus Var:γ certainly. Mr. Banks common every where"" \\[JL\\]. ii. ""Juncus acutus Isle of Purbeck near Brawnsey [Brownsea Island in Poole Bay, Dorset]. It seems to be a strange Variety (if so) of J. acutus"" \\[JL\\].'}]"
Monocotyledones,GRAMINEAE,Juncus maritimus Lam.,"Juncus maritimus Lam. folders: [{'description': 'Juncus acutus β \\[TA\\]. i. ""Juncus acutus Var:γ certainly. Mr. Banks common every where"" \\[JL\\]. ii. ""Juncus acutus Isle of Purbeck near Brawnsey [Brownsea Island in Poole Bay, Dorset]. It seems to be a strange Variety (if so) of J. acutus"" \\[JL\\].'}]"
Monocotyledones,GRAMINEAE,Juncus squarrosus L.,Juncus squarrosus [TA].
Monocotyledones,GRAMINEAE,Juncus trifidus L.,"Juncus trifidus [TA]. i. ""Ben-challum. Oc' 19th N° 11"" [Stuart]. ii. ""Juncus trifidus. Newfoundland. Mr. Banks"" [JL]. iii. ""Juncus Trifidus? Draw this from the Specimen making the Leaves stand more erect, & not so much incurv'd as in the dry'd Specimen"" [JL] [instructions to Moses Griffiths, Thomas Pennant's servant, who drew the plate for Flora Scotica]."
Monocotyledones,GRAMINEAE,Juncus triglumis L.,"Juncus triglumis [TA]. i. ""M: Hyde. Sweden"" [JL]. ii. [On reverse of separate sheet:] ""Juncus Triglumis Fl: Su: 306"" [?]. [Includes specimen of J. biglumis.]"
Monocotyledones,GRAMINEAE,Juncus triglumis L.,"Juncus triglumis [TA]. i. ""Wales. Carneth Lewellyn Iseolion duon... [illegible]"" [JL]."
Monocotyledones,GRAMINEAE,Juncus triglumis L.,"Juncus triglumis [TA]. i. ""Wales. Carneth Lewellyn Iseolion duon... [illegible]"" [JL]."
Monocotyledones,GRAMINEAE,Juncus triglumis [TA],Juncus triglumis says Yald: Ben Lomond & Greg chaillech near Killin
Monocotyledones,GRAMINEAE,Juncus sp.,By Mr. Banks. Newfoundland
Monocotyledones,GRAMINEAE,Luzula campestris (L.) DC.,"Juncus campestris [TA], Flora Scotica ed. 1, 186 (1777)."
Monocotyledones,GRAMINEAE,Luzula multiflora (Retz.) Lej.,"Juncus [TA]; J. campestris var. palustris [G]. i. ""Kintbury [between Newbury and Hungerford, Berkshire]"" [JL]."
Monocotyledones,GRAMINEAE,Luzula spicata (L.) DC.,"Juncus spicatus [TA], Flora Scotica ed. 1, 187, 1121 (1777). i. ""J. spicatus. Ben Lomond. 2 Specimens"" [JL]. ii. ""Juncus spicatus"" [?]."
Monocotyledones,GRAMINEAE,Luzula sylvatica (Huds.) Gaud.,"Juncus sylvaticus [TA], Flora Scotica ed. 1, 186, 1120 (1777). i. ""Juncus sylvaticus L. Gramen nemorosum hirsutum latifol: maximum. Ray. Great hairy wood R: [wood Rush] Clement's Gard:"" [JL]."
Monocotyledones,JUNCAGINACEAE,Triglochin maritima L\.,Triglochin maritima \[L\]\.
Monocotyledones,JUNCAGINACEAE,"Triglochin maritimum [TA]. i. ""Triglochin maritim: Yalden"" [JL]",Folder
Monocotyledones,JUNCAGINACEAE,Triglochin maritimum [G],
Monocotyledones,JUNCAGINACEAE,Triglochin palustris L.,Triglochin palustre [TA]
Monocotyledones,EMNACEAE,Lemna trisulca L.,
Monocotyledones,ORCHIDACEAE,Aceras anthropophorum (L.) Ait. f.,Folder
Monocotyledones,ORCHIDACEAE,Ophrys anthropophora [TA],Sheet
Monocotyledones,ORCHIDACEAE,"Ophrys anthropophora [G]. i. ""Ophrys anthropophora—Exemplar optimum"" [G]","Ophrys anthropophora \[G\]. i. ""Ophrys anthropophora—Exemplar optimum"" \[G\]"
Monocotyledones,ORCHIDACEAE,Anacamptis pyramidalis (L.) Rich.,"Orchis pyramidalis \[G and TA\], Flora Scotica ed. 1, 513 (1777)."
Monocotyledones,ORCHIDACEAE,Cephalanthera longifolia (L.) Fritsch,Serapis ensifolia \[G\].
Monocotyledones,ORCHIDACEAE,Coeloglossum viride (L.) Hartm.,"Satyrium fuscus \[TA\], Flora Scotica ed. 1, 519 (1777). i. ""An Satyrium fuscum. Westmoreland"" \[JL\]."
Monocotyledones,ORCHIDACEAE,Coeloglossum viride (L.) Hartm.,"Satyrium viride \[TA\]. i. ""Satyrium viride. M: Hyde"" \[JL\]."
